day,month,year,hour,intensity,name,signal,direction,typhoon_greater_8,typhoon_off
12,8,2018,15,Severe Tropical Storm,BEBINCA,1,,,
12,8,2018,16,Severe Tropical Storm,BEBINCA,1,,,
12,8,2018,17,Severe Tropical Storm,BEBINCA,1,,,
12,8,2018,18,Severe Tropical Storm,BEBINCA,1,,,
12,8,2018,19,Severe Tropical Storm,BEBINCA,1,,,
12,8,2018,20,Severe Tropical Storm,BEBINCA,1,,,
12,8,2018,21,Severe Tropical Storm,BEBINCA,1,,,
12,8,2018,22,Severe Tropical Storm,BEBINCA,1,,,
12,8,2018,23,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,0,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,1,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,2,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,3,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,4,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,5,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,6,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,7,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,8,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,9,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,10,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,11,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,12,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,13,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,14,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,15,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,16,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,17,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,18,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,19,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,20,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,21,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,22,Severe Tropical Storm,BEBINCA,1,,,
13,8,2018,23,Severe Tropical Storm,BEBINCA,1,,,
14,8,2018,0,Severe Tropical Storm,BEBINCA,1,,,
14,8,2018,1,Severe Tropical Storm,BEBINCA,1,,,
14,8,2018,2,Severe Tropical Storm,BEBINCA,1,,,
14,8,2018,3,Severe Tropical Storm,BEBINCA,1,,,
14,8,2018,4,Severe Tropical Storm,BEBINCA,1,,,
14,8,2018,5,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,6,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,7,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,8,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,9,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,10,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,11,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,12,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,13,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,14,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,15,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,16,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,17,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,18,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,19,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,20,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,21,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,22,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,23,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,0,Severe Tropical Storm,BEBINCA,3,,,
14,8,2018,1,Severe Tropical Storm,BEBINCA,3,,,
15,8,2018,2,Severe Tropical Storm,BEBINCA,3,,,
15,8,2018,3,Severe Tropical Storm,BEBINCA,1,,,
15,8,2018,4,Severe Tropical Storm,BEBINCA,1,,,
15,8,2018,5,Severe Tropical Storm,BEBINCA,1,,,
11,9,2018,10,Tropical Storm,BARIJAT,1,,,
11,9,2018,11,Tropical Storm,BARIJAT,1,,,
11,9,2018,12,Tropical Storm,BARIJAT,1,,,
11,9,2018,13,Tropical Storm,BARIJAT,1,,,
11,9,2018,14,Tropical Storm,BARIJAT,1,,,
11,9,2018,15,Tropical Storm,BARIJAT,1,,,
11,9,2018,16,Tropical Storm,BARIJAT,1,,,
11,9,2018,17,Tropical Storm,BARIJAT,1,,,
11,9,2018,18,Tropical Storm,BARIJAT,1,,,
11,9,2018,19,Tropical Storm,BARIJAT,1,,,
11,9,2018,20,Tropical Storm,BARIJAT,1,,,
11,9,2018,21,Tropical Storm,BARIJAT,1,,,
11,9,2018,22,Tropical Storm,BARIJAT,1,,,
11,9,2018,23,Tropical Storm,BARIJAT,1,,,
12,9,2018,0,Tropical Storm,BARIJAT,1,,,
12,9,2018,1,Tropical Storm,BARIJAT,1,,,
12,9,2018,2,Tropical Storm,BARIJAT,1,,,
12,9,2018,3,Tropical Storm,BARIJAT,1,,,
12,9,2018,4,Tropical Storm,BARIJAT,1,,,
12,9,2018,5,Tropical Storm,BARIJAT,1,,,
12,9,2018,6,Tropical Storm,BARIJAT,1,,,
12,9,2018,7,Tropical Storm,BARIJAT,1,,,
12,9,2018,8,Tropical Storm,BARIJAT,1,,,
12,9,2018,9,Tropical Storm,BARIJAT,1,,,
12,9,2018,10,Tropical Storm,BARIJAT,1,,,
12,9,2018,11,Tropical Storm,BARIJAT,1,,,
12,9,2018,12,Tropical Storm,BARIJAT,3,,,
12,9,2018,13,Tropical Storm,BARIJAT,3,,,
12,9,2018,14,Tropical Storm,BARIJAT,3,,,
12,9,2018,15,Tropical Storm,BARIJAT,3,,,
12,9,2018,16,Tropical Storm,BARIJAT,3,,,
12,9,2018,17,Tropical Storm,BARIJAT,3,,,
12,9,2018,18,Tropical Storm,BARIJAT,3,,,
12,9,2018,19,Tropical Storm,BARIJAT,3,,,
12,9,2018,20,Tropical Storm,BARIJAT,3,,,
12,9,2018,21,Tropical Storm,BARIJAT,3,,,
12,9,2018,22,Tropical Storm,BARIJAT,3,,,
12,9,2018,23,Tropical Storm,BARIJAT,3,,,
13,9,2018,0,Tropical Storm,BARIJAT,3,,,
13,9,2018,1,Tropical Storm,BARIJAT,3,,,
13,9,2018,2,Tropical Storm,BARIJAT,3,,,
13,9,2018,3,Tropical Storm,BARIJAT,3,,,
13,9,2018,4,Tropical Storm,BARIJAT,3,,,
13,9,2018,5,Tropical Storm,BARIJAT,1,,,
13,9,2018,6,Tropical Storm,BARIJAT,1,,,
13,9,2018,7,Tropical Storm,BARIJAT,1,,,
14,9,2018,22,Super Typhoon,MANGKHUT,1,,,
14,9,2018,23,Super Typhoon,MANGKHUT,1,,,
15,9,2018,0,Super Typhoon,MANGKHUT,1,,,
15,9,2018,1,Super Typhoon,MANGKHUT,1,,,
15,9,2018,2,Super Typhoon,MANGKHUT,1,,,
15,9,2018,3,Super Typhoon,MANGKHUT,1,,,
15,9,2018,4,Super Typhoon,MANGKHUT,1,,,
15,9,2018,5,Super Typhoon,MANGKHUT,1,,,
15,9,2018,6,Super Typhoon,MANGKHUT,1,,,
15,9,2018,7,Super Typhoon,MANGKHUT,1,,,
15,9,2018,8,Super Typhoon,MANGKHUT,1,,,
15,9,2018,9,Super Typhoon,MANGKHUT,1,,,
15,9,2018,10,Super Typhoon,MANGKHUT,1,,,
15,9,2018,11,Super Typhoon,MANGKHUT,1,,,
15,9,2018,12,Super Typhoon,MANGKHUT,1,,,
15,9,2018,13,Super Typhoon,MANGKHUT,1,,,
15,9,2018,14,Super Typhoon,MANGKHUT,1,,,
15,9,2018,15,Super Typhoon,MANGKHUT,1,,,
15,9,2018,16,Super Typhoon,MANGKHUT,3,,,
15,9,2018,17,Super Typhoon,MANGKHUT,3,,,
15,9,2018,18,Super Typhoon,MANGKHUT,3,,,
15,9,2018,19,Super Typhoon,MANGKHUT,3,,,
15,9,2018,20,Super Typhoon,MANGKHUT,3,,,
15,9,2018,21,Super Typhoon,MANGKHUT,3,,,
15,9,2018,22,Super Typhoon,MANGKHUT,3,,,
15,9,2018,23,Super Typhoon,MANGKHUT,3,,,
16,9,2018,0,Super Typhoon,MANGKHUT,3,,,
16,9,2018,1,Super Typhoon,MANGKHUT,8,NE,Yes,
16,9,2018,2,Super Typhoon,MANGKHUT,8,NE,Yes,
16,9,2018,3,Super Typhoon,MANGKHUT,8,NE,Yes,
16,9,2018,4,Super Typhoon,MANGKHUT,8,NE,Yes,
16,9,2018,5,Super Typhoon,MANGKHUT,8,NE,Yes,
16,9,2018,6,Super Typhoon,MANGKHUT,8,NE,Yes,
16,9,2018,7,Super Typhoon,MANGKHUT,9,,Yes,
16,9,2018,8,Super Typhoon,MANGKHUT,9,,Yes,
16,9,2018,9,Super Typhoon,MANGKHUT,10,,Yes,
16,9,2018,10,Super Typhoon,MANGKHUT,10,,Yes,
16,9,2018,11,Super Typhoon,MANGKHUT,10,,Yes,
16,9,2018,12,Super Typhoon,MANGKHUT,10,,Yes,
16,9,2018,13,Super Typhoon,MANGKHUT,10,,Yes,
16,9,2018,14,Super Typhoon,MANGKHUT,10,,Yes,
16,9,2018,15,Super Typhoon,MANGKHUT,10,,Yes,
16,9,2018,16,Super Typhoon,MANGKHUT,10,,Yes,
16,9,2018,17,Super Typhoon,MANGKHUT,10,,Yes,
16,9,2018,18,Super Typhoon,MANGKHUT,10,,Yes,
16,9,2018,19,Super Typhoon,MANGKHUT,10,,Yes,
16,9,2018,20,Super Typhoon,MANGKHUT,8,SE,Yes,
16,9,2018,21,Super Typhoon,MANGKHUT,8,SE,Yes,
16,9,2018,22,Super Typhoon,MANGKHUT,8,SE,Yes,
16,9,2018,23,Super Typhoon,MANGKHUT,8,SE,Yes,
17,9,2018,0,Super Typhoon,MANGKHUT,8,SE,Yes,
17,9,2018,1,Super Typhoon,MANGKHUT,8,SE,Yes,
17,9,2018,2,Super Typhoon,MANGKHUT,8,SE,Yes,
17,9,2018,3,Super Typhoon,MANGKHUT,8,SE,Yes,
17,9,2018,4,Super Typhoon,MANGKHUT,8,SE,Yes,
17,9,2018,5,Super Typhoon,MANGKHUT,8,SE,Yes,
17,9,2018,6,Super Typhoon,MANGKHUT,3,,,
17,9,2018,7,Super Typhoon,MANGKHUT,3,,,
17,9,2018,8,Super Typhoon,MANGKHUT,3,,,
17,9,2018,9,Super Typhoon,MANGKHUT,3,,,
17,9,2018,10,Super Typhoon,MANGKHUT,3,,,
17,9,2018,11,Super Typhoon,MANGKHUT,3,,,
17,9,2018,12,Super Typhoon,MANGKHUT,3,,,
17,9,2018,13,Super Typhoon,MANGKHUT,3,,,
17,9,2018,14,Super Typhoon,MANGKHUT,3,,,
17,9,2018,15,Super Typhoon,MANGKHUT,1,,,
17,9,2018,16,Super Typhoon,MANGKHUT,1,,,
17,9,2018,17,Super Typhoon,MANGKHUT,1,,,
17,9,2018,18,Super Typhoon,MANGKHUT,1,,,
17,9,2018,19,Super Typhoon,MANGKHUT,1,,,
31,10,2018,8,Super Typhoon,YUTU,1,,,
31,10,2018,9,Super Typhoon,YUTU,1,,,
31,10,2018,10,Super Typhoon,YUTU,1,,,
31,10,2018,11,Super Typhoon,YUTU,1,,,
31,10,2018,12,Super Typhoon,YUTU,1,,,
31,10,2018,13,Super Typhoon,YUTU,1,,,
31,10,2018,14,Super Typhoon,YUTU,1,,,
31,10,2018,15,Super Typhoon,YUTU,1,,,
31,10,2018,16,Super Typhoon,YUTU,1,,,
31,10,2018,17,Super Typhoon,YUTU,1,,,
31,10,2018,18,Super Typhoon,YUTU,1,,,
31,10,2018,19,Super Typhoon,YUTU,1,,,
31,10,2018,20,Super Typhoon,YUTU,1,,,
31,10,2018,21,Super Typhoon,YUTU,1,,,
31,10,2018,22,Super Typhoon,YUTU,1,,,
31,10,2018,23,Super Typhoon,YUTU,1,,,
1,11,2018,0,Super Typhoon,YUTU,1,,,
1,11,2018,1,Super Typhoon,YUTU,1,,,
1,11,2018,2,Super Typhoon,YUTU,1,,,
1,11,2018,3,Super Typhoon,YUTU,1,,,
1,11,2018,4,Super Typhoon,YUTU,1,,,
1,11,2018,5,Super Typhoon,YUTU,1,,,
1,11,2018,6,Super Typhoon,YUTU,1,,,
1,11,2018,7,Super Typhoon,YUTU,1,,,
1,11,2018,8,Super Typhoon,YUTU,1,,,
1,11,2018,9,Super Typhoon,YUTU,1,,,
1,11,2018,10,Super Typhoon,YUTU,1,,,
1,11,2018,11,Super Typhoon,YUTU,1,,,
1,11,2018,12,Super Typhoon,YUTU,3,,,
1,11,2018,13,Super Typhoon,YUTU,3,,,
1,11,2018,14,Super Typhoon,YUTU,3,,,
1,11,2018,15,Super Typhoon,YUTU,3,,,
1,11,2018,16,Super Typhoon,YUTU,3,,,
1,11,2018,17,Super Typhoon,YUTU,3,,,
1,11,2018,18,Super Typhoon,YUTU,3,,,
1,11,2018,19,Super Typhoon,YUTU,3,,,
1,11,2018,20,Super Typhoon,YUTU,3,,,
1,11,2018,21,Super Typhoon,YUTU,3,,,
1,11,2018,22,Super Typhoon,YUTU,3,,,
1,11,2018,23,Super Typhoon,YUTU,3,,,
2,11,2018,0,Super Typhoon,YUTU,3,,,
2,11,2018,1,Super Typhoon,YUTU,3,,,
2,11,2018,2,Super Typhoon,YUTU,3,,,
2,11,2018,3,Super Typhoon,YUTU,1,,,
2,11,2018,4,Super Typhoon,YUTU,1,,,
2,11,2018,5,Super Typhoon,YUTU,1,,,
2,11,2018,6,Super Typhoon,YUTU,1,,,
2,11,2018,7,Super Typhoon,YUTU,1,,,
2,11,2018,8,Super Typhoon,YUTU,1,,,
